ser,date,text,label
3660,8/8/2020 12:59,Even now when we are under stress we always have the option to look around us and appreciate the beauty in the,positive
3661,7/31/2020 18:17,Even are that aka still run the economy not the,neutral
3662,8/8/2020 12:15,Even the Official Motorcycle Brand of the Rally the Mass Gathering Is Too Risky,neutral
3663,7/31/2020 17:50,Even when we ' re back with new these will only be in the newsletter not the pod Today ' s,neutral
3664,7/31/2020 19:00,Even while at home make sure you ' re keeping up with routine care especially if you have a chronic health,positive
3665,7/30/2020 20:25,Even COVID19 outbreak his office over the last 5 TODAY 30 Causey,negative
3666,7/27/2020 4:27,s Accepted Exchange APEX COVID19 Business Recovery been all,neutral
3667,8/1/2020 18:46,Ever wonder how phone and cable and were able to give reduced rate or even f,positive
3668,8/6/2020 15:59,Every 80 a person from COVID19 in Let that sink in Get angry VOTE,negative
3669,8/18/2020 16:20,Every native that ' s a poison ! COVID COVID19 Corona,negative
3670,7/29/2020 16:23,Every business is permitted by law to ALLOW entrance to who are not wearing No one the rig,neutral
3671,8/2/2020 18:43,Every should read this especially ; COVID19,positive
3672,8/18/2020 17:43,Every active duty military member ; have stepped up to our way of life our ; our Now it ,positive
3673,7/26/2020 3:49,Every covid death you read about on twitter should be to Trump COVID19,negative
3674,8/2/2020 20:00,Every day in the up for and our health care Watch as she up here wit,neutral
3675,8/6/2020 15:45,Every day on his uniform knowing it is his duty to protect the County community,positive
3676,8/13/2020 10:12,Every day that we rush to opening to classes I am angry and afraid Mostly afraid But today,negative
3677,8/9/2020 4:12,Every last one should be starting with of course Feucht Covid19,neutral
3678,7/27/2020 3:04,Every night I get a phone notification with the COVID count Tonight the notification said they were too busy with,negative
3679,8/4/2020 6:35,Every parent in should demand ' resignation + from the,positive
3680,8/18/2020 18:19,Every red zone COVID19 country is in the sad state of pandemic,negative
3681,8/30/2020 7:58,Every single should be angry The ; end NOW We were LIED to 9210,negative
3682,8/16/2020 2:38,Every single available person needs to be outside house in on a daily basis,positive
3683,8/1/2020 18:28,Every time I read something like this it my heart COVID19 Rep,positive
3684,7/25/2020 12:18,Every time you demonize the left and people who oppose are THE MAJORITY,negative
3685,8/22/2020 4:02,Every university and college in the US is willing to sacrifice their for profit is as long as pay r,negative
3686,8/29/2020 22:46,Everybody is of winter right losing money regardless of delivery ; ,negative
3687,8/14/2020 3:41,Everyday I am out here grinding In these ear is some Nervous about the It is rough with,negative
3688,8/30/2020 3:34,Everyday is a gift and 2020 been tough for us all,neutral
3689,8/30/2020 7:17,Everyday is a gift and this year 2020 been tough for us all rip,neutral
3690,8/10/2020 15:48,Everyday we wake up to the growing of the pandemic Meanwhile China is tripling it is,negative
3691,8/8/2020 13:30,Everyone absolutely needs to read this ! NA value the of their If only our,neutral
3692,8/16/2020 4:33,Everyone can help prevent spread of COVID19 the can help you decide when to cal,positive
3693,7/29/2020 16:16,Everyone do your part and wear a mask ! A good mother is lying in a hospital bed today dying alone She,positive
3694,8/16/2020 5:50,Everyone go follow my sister Itzlotto22 she making mask mask,positive
3695,7/28/2020 4:49,Everyone in a participation trophy Season is over COVID19,positive
3696,7/28/2020 3:51,Everyone must give s Uncle a watch It your mind up and a few of my liberal have bee,neutral
3697,8/8/2020 11:53,Everyone needs to read this COVID19,positive
3698,8/30/2020 3:31,Everyone needs to watch this on one of the biggest still being on us Covid19,positive
3699,8/1/2020 18:31,Everyone an important role to help slow the spread of COVID19 It is up to all of us ,positive
3700,7/25/2020 1:01,Everyone should always listen to whose taught public school we need to protect,positive
3701,8/4/2020 4:31,Everything about this tweet Covid19,negative
3702,7/25/2020 6:43,Everything happening in South a cloud of COVID19 as a likely hurricane down now th,negative
3703,8/4/2020 6:09,Evidence is that we also may need FACE for all front line at grocery and,positive
3704,8/10/2020 16:01,Evidence is growing that under 10 do not transmit COVID19 as easily as older and,negative
3705,7/25/2020 1:40,Evidently the rule only to people who arent paying $ 50k a year in tuition COVID19,negative
3706,8/17/2020 3:30,Evolution of Home Depot during COVID19,neutral
3707,8/6/2020 15:35,Exactly zellnor4ny is still due,neutral
3708,7/25/2020 2:46,Exactly Enough living in fear and COVID19 COVID19,negative
3709,8/10/2020 15:16,Exactly Well said COVID19 pandemic,negative
3710,8/16/2020 2:15,Exactly ! needs to go home tested positive f,negative
3711,7/25/2020 9:09,Exactly ! The hysteria over COVID19 is almost beyond belief COVID19 hysteria,negative
3712,8/14/2020 5:03,Examining the case of during the COVID19 pandemic,negative
3713,8/2/2020 19:01,Examining the of deliberate suction use during the of a patient with a respiratory,negative
3714,8/8/2020 14:34,of fine I dont know anyone had it said We are to make our own c,neutral
3715,8/6/2020 15:40,Excellent Interview efficacy of this simple $ 1 at home saliva COVID19 test Can,positive
3716,7/31/2020 17:40,Excellent article by the amazing about how ' s growing number of COVID19 is deepening,positive
3717,8/1/2020 17:11,Excellent assessment of COVID19,positive
3718,8/1/2020 17:00,Excellent coverage of how get critical medical to fight,positive
3719,8/18/2020 18:05,Excellent episode The COVID19 Vaccine Inside Race For An Answer and the Critical Role of,positive
3720,8/14/2020 3:36,Excellent read COVID19,positive
3721,7/26/2020 5:17,Excellent review of general immunology with special attention to related to COVID19,positive
3722,7/27/2020 5:41,Excellent talk by Pastor Listen as he about the mask mandate coming vaccine ; persecution of the,positive
3723,8/29/2020 22:31,Except during when he for the right to death COVID19,negative
3724,7/31/2020 17:30,Excessive Tech addiction once considered extreme are now crucial to protect us amid a dang,negative
3725,8/7/2020 12:57,Excited an article I on Profit is of Publicly Health Surge Amid for Higher w,positive
3726,7/30/2020 20:17,Excited to have ; of across the country to urge Congress to,positive
3727,7/29/2020 16:10,Excited to join the ; join conversation on COVID19 with,positive
3728,7/28/2020 6:32,Exciting news about and COVID19 vaccine candidate advancing to the next stage in clinical,positive
3729,8/11/2020 7:46,Executive that carry no weight ; are more likely than not Unconstitutional ; do not provide the type of,neutral
3730,8/16/2020 7:47,Chairman Reed Our just notified Congress of a potential $ 450 million transaction to,neutral
3731,7/28/2020 5:21,as much Can ' t trust ' em COVID19,negative
3732,8/1/2020 18:00,Experience the beauty of being surrounded by of at ' s Farm ' s very first at Sunset,positive
3733,7/31/2020 19:01,Experimental and in the context of COVID19 on 07302020 collected by t,positive
3734,8/1/2020 19:01,Experimental and in the context of COVID19 on 07312020 collected by t,positive
3735,8/2/2020 19:01,Experimental and in the context of COVID19 on 08012020 collected by t,positive
3736,8/18/2020 17:02,Experimental and in the context of COVID19 on 08172020 collected by t,positive
3737,7/28/2020 4:45,Experimental covid19 vaccine is safe and an immune response Listen while in hyperspace Science,positive
3738,8/18/2020 17:51,demand a strategic plan for from the current shortage and future,positive
3739,8/1/2020 19:15,say COVID19 is impeding to prevent and treat use disorder,negative
3740,8/30/2020 1:46,welcome Just do not try to scare me I am enough because of COVID19,negative
3741,7/27/2020 3:00,Explore COVID19 for forecasting daily and testing daily,positive
3742,7/27/2020 4:08,Explore through your screen ! home COVID19,positive
3743,7/31/2020 17:07,Explore Interactive a is turning game play into serious learning for elementary away fro,positive
3744,7/31/2020 18:50,Explore possible of COVID19,positive
3745,7/25/2020 10:30,Extra unemployment aid as virus new Congress,negative
3746,7/29/2020 16:00,Extreme summer by target the same most vulnerable to COVID19 This,negative
3747,8/1/2020 18:54,Extremely alarming as we approach opening of in hot for COVID19 ,negative
3748,8/6/2020 16:29,vowed to defend it is 8 % dividend by cutting into employee benefit is said it will suspend,negative
3749,7/27/2020 2:04,Eye on Attorney virtual hearing would violate of man accused of murder ; link to full,negative
3750,8/17/2020 3:17,Eye on Ballet Center adapt to new ways of among pandemic,positive
3751,8/18/2020 16:01,Eye on Highest number of eviction since May set this week COVID19,negative
3752,7/27/2020 2:06,Eye on Rep Tammy post regarding death of nurse practitioner ; link,negative
3753,7/29/2020 16:27,Eye on for COVID19 are up,negative
3754,8/18/2020 16:10,Eye on Local health release guidance for safe school ; link to full story in today ' s,positive
3755,7/27/2020 1:57,Eye on No jury in ' s 4th district for August due to COVID19,negative
3756,8/6/2020 16:40,F Trump 3,neutral
3757,7/31/2020 19:08,FACT Trump saved countless COVID19,negative
3758,8/12/2020 7:43,FACT No difference in for with covid19 pandemic ongoing for 9,negative
3759,7/27/2020 4:58,YOU MAY NOT NEED 4 research Dogs and infection mirror,neutral
3760,8/22/2020 3:10,YOU NEED 10 1 % or more of the United population will likely be dead from covid19 by,negative
3761,8/4/2020 5:38,FALSE START 260 in ' s school district have either tested positive for COVID19 or been,negative
3762,8/4/2020 4:31,FANTASTIC interview calling out persistently pushing Trump to acknowledge the,neutral
3763,8/8/2020 12:17,FANTASY Like Graham did SOMETHING WRONG BULL Trump ; the did NOT ta,neutral
3764,8/22/2020 0:44,FANTASY land This is just ONE of MANY similar Trump head in the sand about the DEADLY COVID19 as HE,negative
3765,8/9/2020 4:00,Study System More Than,neutral
3766,7/30/2020 20:30,nearly $ 440K to to expand to help fight COVID19,positive
3767,8/30/2020 1:07,First COVID19 Diagnostic Test That Can Be Read Directly COVID19,positive
3768,8/13/2020 10:15,Expanded Access to $ RLF100 for Respiratory Failure for COVID19 $ $ $ $ $ ,negative
3769,8/6/2020 16:13,Guidance on Conduct of of Medical during COVID19,positive
3770,7/28/2020 4:59,Warning about dangerous hand that are and actually contain toxic,negative
3771,8/17/2020 4:09,In the cohort of COVID19 with no i,neutral
3772,7/25/2020 2:28,Faulty Protective Gear to Nursing This is how irresponsible the Trump administration is You,positive
3773,8/30/2020 1:28,this is ridiculous COVID19 COVID19,negative
3774,8/8/2020 13:55,FILL THE BOOT We are not COVID19 stop us from our annual Fill the Boot drive This year we ' re going V,negative
3775,8/13/2020 9:11,FINALLY finished it had a bit of a COVID19 scare still waiting for my test This episode is about,negative
3776,8/17/2020 3:53,FIRE SAFETY DURING COVID19 The threat from fire ' t diminish during a pandemic For more visit,negative
3777,8/4/2020 4:08,on the West coast ! Hurricane on the East coast ! Trump on ! Covid19 covering our country ! We are,negative
3778,8/11/2020 8:27,FIRING and forcing retirement ; of public health in midst of pandemic is NOT acceptable But,negative
3779,7/25/2020 9:55,actually wrote that the new emphasis on stamp duty is to generate revenue to cover up for the oil re,neutral
3780,7/25/2020 8:47,covid19,neutral
3781,7/28/2020 5:35,200000 dead 1000 a day dying You ' re the 1st lady of the United Wha,negative
3782,7/28/2020 4:38,DO NOT SPEND MY MONEY ON THIS PROJECT !! We are in the middle of a pandemic People are dying l,negative
3783,7/30/2020 20:36,FORT HOOD NEW COVID19 Travis and now restricted for,negative
3784,8/13/2020 8:22,FOUR WHY REMOTE NEED MORE TRAINING COVID19,positive
3785,8/14/2020 3:48,FOX26Houston Did they use the COVID19 test kit is donated from,positive
3786,8/2/2020 20:19,FOX5DC goes one on one with about new book surviving cancer covid19 c,negative
3787,8/9/2020 7:44,Why ' t they wearing ? Trump COVID19 super spreader event,negative
3788,8/18/2020 17:00,FRAUD ALERT ! Be aware of unemployment insurance ; fraudulent phone If you encounter anyone you are n,negative
3789,7/31/2020 19:02,FREE COVID19 testing TODAY with,positive
3790,7/31/2020 17:40,FREE COVID19 testing this at two 611am El Park 502 E Vista Para,negative
3791,8/29/2020 20:35,FREE COVID19 all around the city and all you have to do is get one Visit to find a location near you,positive
3792,8/6/2020 15:22,FREE Workshop ; System Change for Business August 13 11am,neutral
3793,7/31/2020 18:45,FREE mobile COVID19 testing will be available at Event Center in TODAY 31st,positive
3794,7/28/2020 3:37,FREE with registration COVID19 testing Know your status and help map this disease ! get our back ! Than,positive
3795,8/14/2020 2:37,data that is the current of the [ Covid19 ] pandemic with the,negative
3796,8/2/2020 20:19,Marketer Over COVID19 After Marketer ' s Warning Letter by,negative
3797,7/31/2020 19:14,marketer of COVID19 treatment plan Golden Sunrise falsely it is,positive
3798,7/29/2020 16:24,should isolate for 14 days regardless of As should every one who was exposed to th,negative
3799,8/18/2020 16:31,COVID19 case count in CountY Check out the County ' s Data Dashboard for,neutral
3800,8/10/2020 15:57,Reading Today NCLC4consumers ; other a letter the to,neutral
3801,7/28/2020 3:38,Face Really Do Matter scientific evidence is growing so let ' s abandon political and wear nose and mouth,negative
3802,8/1/2020 18:00,Face and COVID19 Must Uphold the covid19 Please click on the link,positive
3803,8/9/2020 3:33,Face it There is so much greed in that in the Power5 were willing to bet,negative
3804,8/14/2020 3:00,Face are an essential element of the COVID19 response Find out how the project i,positive
3805,7/28/2020 6:03,Twitter Censor Viral Video of Hill Press Conference,neutral
3806,7/25/2020 10:36,SELL Signal 20200724 $ 23596 Biggest factor affecting it is financial,negative
3807,8/30/2020 6:29,Not only 182000 ,negative
3808,8/6/2020 16:34,Twitter Won ' t Let Trump Lie About Pandemic And How Is That Even Fair ,negative
3809,8/13/2020 10:06,up ahead of US election 2020Elections Congress COVID19,neutral
3810,8/6/2020 16:15,misinformation post COVID19,negative
3811,7/28/2020 6:03,had been for posting peer on the Access now !! Pa,neutral
3812,8/6/2020 15:08,a post by President Trump for it is policy against spreading misinformation,negative
3813,7/28/2020 5:50,stopped for posting scientific on the Access now !! Page,positive
3814,8/22/2020 6:21,This is an account to follow but we need to KNOW who COVID19 took and feel t,positive
3815,7/29/2020 16:22,Facing the crisis of his political career in a county with COVID19,negative
3816,8/1/2020 18:02,Fact 94 response SAVE We were to have 2 MILLION p,negative
3817,8/9/2020 3:51,Fact check multiple false about COVID19 relief as he executive,negative
3818,8/17/2020 6:08,President Historic Response Brief by Team,neutral
3819,7/25/2020 1:56,Covid19 pandemic,negative
3820,8/6/2020 14:51,are important Fact attached the best of 1045am Storm was done Tue evening Lost,positive
3821,8/29/2020 22:00,Faculty Urge College To Hold Fall COVID19,positive
3822,8/29/2020 22:04,Faculty member at COVID19 have been in County which had the curve,negative
3823,7/30/2020 20:09,Dangerous and two reserved for the Covid19 regime,negative
3824,8/18/2020 18:07,s Cooper said Mike You really are like a snake oil salesman How,neutral
3825,7/29/2020 16:29,COVID19,neutral
3826,8/1/2020 16:32,said that the more Covid19 because the Unit,negative
3827,8/2/2020 19:52,daily500 Dangerous ? Have you ever to,negative
3828,7/27/2020 7:02,Fall semester is almost here some will reopen and some will be ; what about special like h,neutral
3829,8/16/2020 4:17,Falling in Love COVID19 edition,positive
3830,7/29/2020 16:21,Falsely yelling ' Fire ' in a theater How Misinformation confirmation bias make the public about COVID,negative
3831,7/29/2020 16:30,across the country struggle to afford and formula,neutral
3832,8/18/2020 16:22,have always more educational than currently COVID19 is moment when i,positive
3833,8/7/2020 13:01,Family Life Drive Cookout ; Car Contest ! Register by this August 9,neutral
3834,8/14/2020 1:22,Family of eligible who lost their to COVID19 can verify eligibility to apply for,negative
3835,8/22/2020 2:17,Fantastic discussion about to school from the perspective ! Learned a great deal The mental,positive
3836,8/2/2020 18:33,said COVID19 was a pestilence ; The leadership of this country have THE WARNING gave,negative
3837,8/29/2020 23:24,try to enter German parliament Medicine,positive
3838,8/14/2020 1:47,Fascinating science during the COVID19 Weekly Meeting Thank you J,positive
3839,7/25/2020 4:19,Fascinating ! The roller coaster ride that COVID19 is,positive
3840,7/25/2020 12:03,Fashion During Pandemic The 19 trillion US fashion industry and 500000 + COVID19,negative
3841,7/26/2020 5:39,Fatal drug on the rise in amid COVID19 pandemic,negative
3842,7/27/2020 4:10,Father of Author of Confusion his ilk Modern Day to extend the 911 20,neutral
3843,7/31/2020 18:24,Yeah large can lead to the spread of COVID19 Jordan Should we limit then ,negative
3844,8/18/2020 16:06,If someone vaccine in general public nothing you can do about it But policy of hospital if,negative
3845,8/18/2020 16:16,If you have community spread ; 40 % asymptomatic it it hard to do true tracing If,negative
3846,8/18/2020 16:14,It is better to ease in with virtual when in a hot zone To make a statement on one side the other,positive
3847,8/1/2020 16:50,Liberal Media Narrative Admit is s COVID19 Response Saved,positive
3848,8/18/2020 16:16,When percent positivity of go way way down that ' s where want the whole country COVID19,negative
3849,8/18/2020 16:04,again is ' s work on equitable allocation of COVID19,positive
3850,8/4/2020 4:40,and find cure for Covid19 COVID19 COVID,positive
3851,7/31/2020 18:28,in a roundabout way said that could have lead to a spread of COVID19 He cannot s,negative
3852,8/18/2020 16:01,he never said he was confident of COVID19 vaccine [ but he ' s said something like it though He did sa,positive
3853,7/26/2020 7:12,is right Every college age I know cant seem to give up or adapt their social life to the,neutral
3854,8/2/2020 19:16,knew about in 2005 nobody to die COVID COVID19,negative
3855,8/18/2020 16:08,GILD ; promise in certain with advanced,positive
3856,8/18/2020 16:04,contracted are already COVID19 But sobering if i,negative
3857,8/18/2020 16:02,on COVID19 vaccine To say you have a vaccine ; proven to be for all practical,positive
3858,8/18/2020 16:13,on Try as best as you can to open up the But said that got to make sure p,positive
3859,8/8/2020 13:34,on a vaccine for the The risk is to the money The risk is not to the patient More,negative
3860,7/31/2020 17:11,optimistic COVID19 vaccine will be widely available,positive
3861,8/2/2020 21:04,optimistic COVID19 vaccine will be widely available,positive
3862,8/18/2020 16:05,do not expect a of COVID19 I would be pretty if for any element,negative
3863,8/18/2020 16:10,he still in a weekly call by WHO with lots of international [ despite Trump,neutral
3864,8/8/2020 10:12,he ' repeat the importance of public health China,positive
3865,7/25/2020 7:47,his wife ; family are serious director of the National Institute of All,neutral
3866,7/31/2020 19:04,on response in front of Congressman Jordan,neutral
3867,8/22/2020 1:04,15000 by 31 Study ' t get there by then Still not there by 21 COVID19 ,negative
3868,7/25/2020 0:49,that is NOT taking of water phone in had with 2 on screen !! COVID19 mask,negative
3869,8/8/2020 14:20,Favorable COVID19 in continue w the positivity rate An analysis by our team s,positive
3870,7/25/2020 12:10,Fear is an effective strategy Protect your because he ' t care about them He will use,positive
3871,8/18/2020 16:45,Fear mongering of the century what a way to set the tone for a new decade COVID19,negative
3872,8/18/2020 16:33,a Health Push Urgently for Flu Flu can leave vulnerable to a harsh,negative
3873,8/10/2020 16:22,Featured in the August issue of Worst Best News Recent About ; ,negative
3874,8/13/2020 10:40,Federal Judge in group of to pursue lawsuit is against their insurance carrier for loss of,negative
3875,8/7/2020 13:03,Federal quickly to as the COVID19 pandemic now need to as they s,negative
3876,7/31/2020 18:25,Federal is in limbo as millions of are at risk of eviction during covid19 is,negative
3877,8/1/2020 18:32,Federal unemployment aid yesterday Over 153000 from COVID19 ; the virus is surging in m,negative
3878,8/10/2020 15:49,of a greater catastrophe that could make the last few feel like just a,negative
3879,8/2/2020 21:30,Feeling sad or depressed because of Covid19 and the stress of aging ? Read my review of a new book A,negative
3880,7/25/2020 4:17,like the COVID19 Before Times to see Baseball Writer Rick on a,neutral
3881,8/22/2020 0:25,college football will be able to attend in ' s and have to,neutral
3882,8/6/2020 15:31,than 300 have of from Covid19 the illness by the virus If the Unite,negative
3883,8/2/2020 17:03,Pretty sad ! There is the reason why I am begging our Lord to give a special wisdom to our so,negative
3884,7/28/2020 4:05,Field say will experience 5 of innovation in the next 18 due to COVID19,positive
3885,8/22/2020 2:05,COVID19 us some great little Entomology,positive
3886,8/6/2020 16:00,to COVID19 Find out how Camp is a new machine to test for the v,positive
3887,8/10/2020 15:18,Fighting COVID19 Through Innovative Digital for Micro Small and Medium,positive
3888,8/29/2020 23:05,Fighting off a disease more than and we ' lost a critical battle over the last week The damage,negative
3889,8/18/2020 16:44,Fighting the flu will be paramount this upcoming as COVID19 to sicken our and ta,positive
3890,8/8/2020 13:32,Figure 1 of this important manuscript is a of how to stay the course in keeping COVID19 spread down Oh ,positive
3891,8/29/2020 20:45,File under we did not sign up for covid19,negative
3892,8/2/2020 19:00,File this one under COVID19 is not the flu,negative
3893,7/25/2020 1:57,Filling out a health survey everyday before stepping onto campus is pointless Youve had all summer to learn that,positive
3894,8/14/2020 2:02,Film fest continue to add up ! Covid19,positive
3895,7/25/2020 10:47,and elite marathon runner to make sure the complete person is happening,positive
3896,7/31/2020 18:11,an advisory on COVID19 related crime You can read the statement here,negative
3897,8/6/2020 15:26,Final from We need to prepare for the mental health impact of COVID19 ; think about,positive
3898,8/8/2020 14:12,Finally A likely accurate picture of the true death count from COVID19 It the official count is about 25,negative
3899,8/9/2020 3:08,Finally baked some pandemic bread Of course it had to be challah ! COVID19 Baking,negative
3900,8/6/2020 15:02,Finally clinical to see whether convalescent is actually effective for COVID19,positive
3901,8/11/2020 9:31,Finally did the did her on this !!! Had to put my twist to it beau,negative
3902,7/26/2020 3:32,Finally everything you to know from about COVID19 is here in one article He shutdown,positive
3903,7/31/2020 17:41,Finally getting the of sick visit is and COVID19 testing in the parking lot well visit is in the building And,positive
3904,7/29/2020 16:07,Finally someone ' s calling out the Island ! How arrogant is ? is this how you operate ,negative
3905,8/22/2020 4:38,Finally watching S2E3 outbreak From the rapid spread of this virus to it is disproportionate,negative
3906,8/14/2020 2:55,Finally ! Someone young from the APOCALYPTIC HYSTERIA SPANK INFERNO PANDEMIC DISASTER,neutral
3907,8/10/2020 15:52,Financially I can afford it I cannot afford the risk though COVID19,negative
3908,8/22/2020 2:59,Find a cure already covid19,positive
3909,8/18/2020 16:50,Find a list of free or COVID testing that we here Share what yo,positive
3910,8/8/2020 14:40,Find fresh local produce at a market near you this weekend ! Many remain open and ha,positive
3911,8/16/2020 2:30,Find out everything you need to do to limit risk at your business Protect and,positive
3912,7/29/2020 16:26,Find out everything you need to know about the 20202021 flu ,positive
3913,7/29/2020 16:04,Find out more about the enterprise support to the response to COVID19,positive
3914,8/1/2020 16:02,Find peace of mind with Alpha win Buy Box increase,positive
3915,7/28/2020 6:22,Find someone who you to keep in your corner,positive
3916,8/6/2020 16:38,Find take home from during her presentation on the impact of COVID19 in below and tune,negative
3917,7/31/2020 17:10,Find the most expensive ZIP for in and all of the city in this new study by,negative
3918,8/10/2020 16:25,Finding the right place to receive care amid COVID19 can be,positive
3919,7/26/2020 8:05,Finding yourself can be a journey of a lifetime and life Start trading today with just $ 500 and,positive
3920,7/25/2020 1:23,Fire or Ice which do you prefer ? food cold or hot At TUFF VIKING we never stop Fit is inside of a,negative
3921,7/31/2020 19:18,I am not going to opine on limiting EXCHANGE ! BAM Covid19,negative
3922,8/6/2020 15:29,Fired During the Pandemic Was I Wrongfully ? employment covid19,negative
3923,8/16/2020 4:49,Firm Helping Run US administration contract information a,neutral
3924,7/25/2020 11:25,First Conspiracy are a necessary avenue to truth Second one should really question how,neutral
3925,7/28/2020 3:24,First They Will Try ! STOP IT NOW ! Because once you allow that LIKE ALWAYS THEY WILL DO,neutral
3926,8/29/2020 21:24,First confirmed case of COVID19 reinfection is not surprising say,negative
3927,8/30/2020 3:06,First confirmed case of COVID19 reinfection is not surprising say COVID19 reinfection,negative
3928,7/25/2020 11:13,First flight since the pandemic I have been critical of Delta many times but I must admit all sanitary precaution,negative
3929,8/1/2020 16:17,First land in Region as COVID19 travel ban,negative
3930,7/29/2020 16:22,First it was You do not need then it was Everyone needs a mask If that ' s not misleading not sure what is,negative
3931,7/24/2020 23:57,First job in a long time Hope it back to normal soon COVID19 recession canonc300markii,positive
3932,8/22/2020 6:24,First used COVID19 as a weapon against the Democratic But they are it,negative
3933,7/28/2020 3:17,First debate to after out Shame on ,negative
3934,8/2/2020 18:17,First time in ' s curve is showing of flattening New is less than new over t,positive
3935,8/13/2020 7:38,Four ways the property market ' will be ' news trump,neutral
3936,7/31/2020 18:11,Five for Compliance Find out what they are in our latest ,neutral
3937,8/1/2020 15:57,Five for Talking to Your about COVID19,neutral
3938,8/22/2020 5:46,Five days ago the global Covid19 accounting of the University had a major adjustment,negative
3939,8/16/2020 4:30,Five early for cyclone during the COVID19,negative
3940,8/7/2020 13:05,Five leadership for crisis leadership,negative
3941,8/14/2020 5:00,Five key aide and minister for internal security Shah have contracted COVID19,negative
3942,7/26/2020 2:50,it could happen as COVID19 13 2 GA if,negative
3943,8/1/2020 18:42,Agree with you Over 150k dead due to COVID19 and is trying to His,negative
3944,7/31/2020 18:43,9956 were with covid19 yesterday and,negative
3945,7/31/2020 18:35,cant wont handle COVID19 crisis Good Gracious help,negative
3946,8/14/2020 7:31,to 2020 when 100s of ; their came to for UN Day Now with,neutral
3947,8/6/2020 15:50,in scientific communication COVID19,neutral
3948,8/10/2020 15:28,Flight safety must continue aircraft airplane airport,positive
3949,8/18/2020 17:32,Flint are in double challenge mode still struggling with their water crisis and now COVID19 ! Discover,negative
3950,7/28/2020 4:26,5 have from COVID19 as 31000 are COVID19 positive 433K are positive,negative
3951,7/27/2020 2:18,COVID19 ' s COVID19 top 420000 in ' s report ; 77 new,negative
3952,7/27/2020 2:29,COVID19 age 9 She was $ a couple of to a,negative
3953,7/27/2020 2:21,COVID19 My Alma Manatee High Scho,negative
3954,8/6/2020 16:20,COVID19 Elderly Federal $ As nursing home,positive
3955,7/27/2020 7:10,Case Count That of New York The Country ' s Original Epicenter COVID19 News,negative
3956,7/26/2020 4:39,Number of in the US 12180 New COVID19 and bring,negative
3957,7/31/2020 17:20,Man a with Covid19 Relief Funds Money,positive
3958,8/22/2020 4:00,Man in box while St Pete ' s Stadium was shut down during the pandemic,negative
3959,7/28/2020 6:13,this baseball fun could have been you Except and Trump didnt care enough to,neutral
3960,8/1/2020 16:00,and catching up with in COVID19,neutral
3961,7/25/2020 10:25,company to sanitize covid19 sports medical innovation,positive
3962,8/8/2020 12:48,just per usual What a joke COVID19,negative
3963,8/6/2020 16:15,pastor who with Trump Anyone who the COVID19 vaccine will be dead within a few,negative
3964,7/27/2020 3:40,9300 new past New York Stock Alert $ GILD,negative
3965,8/17/2020 4:00,teacher her own obituary before heading back to teach during the pandemic covid19,negative
3966,8/2/2020 21:19,the SEE From March through there were t,neutral
3967,7/25/2020 3:28,tops 400000 COVID19 after state is moving in better direction Really,negative
3968,7/25/2020 4:07,tops 400000 COVID19 with 12444 !! GREAT JOB TRUMP AND,positive
3969,7/27/2020 3:08,s COVID19 Surge Past New York ' s As US Hit 1000 For 4th Day Yahoo,negative
3970,8/9/2020 5:13,actual today Likely to surpass and move into the 1 spot tomorrow or,neutral
3971,8/18/2020 16:06,will be this year due to COVID19 increasing Do not let your location deter you from g,negative
3972,8/13/2020 7:38,Fluent O ' in Crucible semifinal news trump,neutral
3973,8/18/2020 16:00,Fluorescence microscopy the presence of SARSCoV2 red within the of mice the human ACE2,negative
3974,8/22/2020 6:21,Flying soon ? Double check for your Covid19 travel kit before heading for the airport Take a look at the image bel,neutral
3975,8/14/2020 1:50,This aint Joe No national Why does someone is rural need to wear a,neutral
3976,8/1/2020 17:09,In LA people are getting in the food bank at midnight Food bank at 7am Do we have the,neutral
3977,7/29/2020 16:19,if you are just tuning in we are an important Covid19 chat with health please follow t,positive
3978,8/4/2020 4:19,are not going well contrary to the Trump COVID19,negative
3979,7/25/2020 1:14,we all need to take a minute to thank our great Governor for his leadership we have more LARGE,positive
3980,8/30/2020 3:20,how much this angrily hence spit is and everywhere I think front line wo,negative
3981,8/18/2020 16:45,Follow for on El City Council ' s first meeting during the COVID19 pandemic,neutral
3982,8/10/2020 15:55,Follow to take a daily look behind the at COVID19 Ramp ; D by,neutral
3983,8/1/2020 16:20,Follow ; to start August live on ; record triple digit COVID19,negative
3984,8/17/2020 6:59,Follow or you gay 90DayFianceHappilyEverAfter COVID19,neutral
3985,7/26/2020 2:34,Follow the money here and especially those with that are on,neutral
3986,8/2/2020 20:45,Follow the three WEAR a face mask or shield WATCH your distance WASH your or use hand,positive
3987,8/30/2020 7:11,Follow us on COVID19 Retail,neutral
3988,7/25/2020 0:42,Food Drug At Least 77 May Be Toxic Contain,negative
3989,7/30/2020 20:07,Food for thought on new during COVID19 Talent During Covid Two Important,positive
3990,8/4/2020 4:11,if COVID19 ' t die out in warmer like other similar ' t that proof that it,negative
3991,8/14/2020 2:37,during COVID19 pandemic,negative
3992,8/14/2020 4:06,should always be a priority during the COVID19 pandemic Separate raw meat ; food,positive
3993,8/17/2020 3:57,For 2020 COVID19 with economic crisis and racial we still have a National Election to hold And with,negative
